제목,기관명,채용분야,고용형태,학력정보,채용구분,근무지,채용인원,공고기간
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250519,서울대학교치과병원 촉탁전산직 채용 공고,1675946591.2051342,1675177200.0,1676300400.0,서울대학교치과병원,서울,"사업관리,보건.의료,정보통신",비정규직,신입+경력,1,,,,전산 관련 전공자,"장애인, 보훈대상자, 전문자격증 보유자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250521,2023년 상반기 한국철도공사 채용형인턴 채용공고(일반공채. 자격증 제한경쟁. 보훈 제한경쟁. 장애인 제한경쟁),1675946630.494702,1675177200.0,1676386800.0,한국철도공사,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북","경영.회계.사무,운전.운송,건설,기계,전기.전자,정보통신",청년인턴(채용형),신입+경력,1261,,,,"○ 공통사항
(1)학력,성별,어학,연령:제한없음
＊만18세미만자및정년(만60세)초과자는지원불가
(2)병역:남성의경우군필또는면제자에한함
＊전역일이 면접합격자 발표일 이전이며 각 시험일에 참석 가능한 경우 지원 가능
(3)기타:철도현장업무수행이가능한자

○자격제한
(1)사무영업(관제):철도교통관제자격증명자격소지자
(2)사무영업(무선제어):철도차량운전면허(제1종전기차량·제2종전기차량·디젤·철도장비)종별과상관없이1개이상소지자
(3)운전(전동차):철도차량운전면허중제2종전기차량운전면허소지자
(4)토목,전기통신(장비):철도차량운전면허(제1종전기차량·제2종전기차량·디젤·철도장비)종별과상관없이1개이상소지자
(5)차량(장비유지보수):건설기계정시(설비)기능사이상(건설기계기술사포함)또는자동차정비(구검사)기능사
(6)토목(굴착기운전):굴착기운전기능사자격증소지자
(7)보훈전형:「국가유공자등예우및지원에관한법률」에따른취업지원대상자
(8)장애인전형:「장애인고용촉진및직업재활법」에따른장애인또는보훈상이지원자격에해당하는자
-기타세부지원자격은첨부파일의채용공고문을참조","국가유공자등 예우 및 지원에 관한 법률에 의한 취업지원대상자, 장애인고용촉진및직업재활법에서정한장애인, 공통직무및해당직무의기능사이상자격증소지자(세부사항은첨부파일공고문을참조), 한국철도체험형인턴우수수료자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250525,"2023년도 상반기 한국철도공사 전문인력(전문직, 경력직) 채용 공고",1675946652.862889,1675177200.0,1676386800.0,한국철도공사,"서울,인천,대전,부산,울산,경기,충남,충북,경남,세종","경영.회계.사무,법률.경찰.소방.교도.국방,운전.운송,기계,전기.전자,정보통신,환경.에너지.안전","정규직,비정규직",신입+경력,21,,,,"□ 전문직 채용

○ 변호사
- 변호사법 제4조에 따라 변호사 자격을 가진 자

○ 공인회계사
- 공인회계사 자격을 취득한 후 회계분야 3년 이상 경력자

○ 세무사
- 세무사 자격을 취득한 후 세무분야 3년 이상 경력자

○ 공인노무사
- 공인노무사 자격을 취득한 후 2년 이상 해당 분야 경력자

○ 1종전기(디젤)차량 교수
- 1종전기(디젤)차량 운전업무 수행경력이 3년 이상(현장 지도교육의 경력은 운전업무 수행경력으로 합산 가능)인 자로서 다음 중 어느 하나를 만족하는 자
1) 철도차량[1종전기(디젤)] 운전과 관련된 교육기관에서 강의 경력 1년 이상
* 철도안전법상 철도차량운전면허 전문교육기관으로 지정된 곳
2) 해당학위 소지(졸업자)후, 철도차량[1종전기(디젤)차량] 운전업무수행자에 대한 지도교육 경력이 있는 자
(학사 이상-2년 이상, 전문학사-3년 이상, 고등학교-5년 이상)

□경력직채용

○ iOS 앱 개발
- 다음 중 어느 하나를 만족하는 자
1) 관련학과 학위 소지자로서 해당분야 경력자
(석사 취득 후 2년 이상, 학사 취득 후 3년 이상, 전문학사 취득 후 5년 이상)
2) 정보처리산업기사 이상 자격증 소지자로서 해당분야 5년이상 경력자
☞ (관련학과) 컴퓨터공학과, 전산학과, 정보통신공학과 등
☞ (해당분야) iOS(Swift) 앱 개발분야

○ 보건관리자
- ‘의료법’에 따른 간호사로서 해당분야 3년이상 경력자
☞ (해당분야) ‘산업안전보건법’에 의한 보건관리자 또는 병원 간호사
※ 우대사항 : 보건관리자 경력자

○ PSD 유지보수
- 전기, 전자, 통신, 기계분야 전문학사 이상 학위 소지자로서 해당분야 3년이상 경력자
☞ (해당분야) PSD 설계, 시공, 유지보수

○ 승강기 설치 및 유지보수 관리감독
- 승강기 산업기사 이상 자격증 소지자로서 해당분야 3년이상 경력자
☞ (해당분야) 승강기 설계, 시공, 감리, 검사, 유지보수

○ PCB 분석 및 개발
- 다음 중 어느 하나를 만족하는 자
1) 관련학과 학위 소지자로서 해당분야 경력자
(전문학사 이상-경력 3년 이상, 고등학교-경력 5년 이상)
2) 관련 자격증 소지자로서 해당분야 경력자
(산업기사 이상-경력 3년 이상, 기능사-경력 5년 이상)
☞ (해당분야) PCB관련 정비·수리·제작·분석 등
☞ (관련학과) 전자/전기/제어/컴퓨터 관련 전공자
☞ (자격증) 전자기기기능사 · 기능장, 전자산업기사 · 기사, 전자응용기술사, 전자부품장착 기능사 · 산업기사
※ 우대사항 : 전자회로제어 관련 프로그래밍 및 시험기 개발 경험자 우대(C 또는 C# 등 프로그래밍 언어 가능자, 특허보유자 우대)","(경력직) 직무관련 경력, (공통) 취업지원대상자, 국가유공자등예우및지원에관한법률에의한취업지원대상자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250396,한전KDN(주) 경기강원지역본부 직할 AMI분야 비정규직 모집공고,1675946662.3904572,1675090800.0,1676300400.0,한전KDN,경기,정보통신,비정규직,신입+경력,87,,,,"* 공고문 ""3.지원자격 나.직종별 자격(KDN조공, 안전기술지도원)"" 반드시 확인

-학력, 연령, 외국어 제한없음
-병역법 제76조에서 정한 병역의무 불이행 사실이 없는자
-건설업 기초 안전보건교육 이수자 또는 이수가능자(계약시 증빙)
-당사 인사규정2.1.4(채용결격사유)에 해당하지 않은자(공고문 내 붙임1 참조)","자가차량 보유자, 운전면허 소지 운행가능자, 전기 및 통신분야 현장업무 유경험자(100일이상)",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250405,한국폴리텍대학 구미캠퍼스 2023년도 상반기 학위과정 시간강사 공개채용 공고,1675946667.920257,1675177200.0,1675695600.0,학교법인한국폴리텍,경북,"교육.자연.사회과학,전기.전자,정보통신",비정규직,신입+경력,2,,,,"○ 임용일 기준 정년(만 65세)에 해당하지 않는 사람
○ 「대학교원 자격기준 등에 관한 규정」 제2조제1호에 따라 강사의 자격기준을 충족한 사람 또는 「대학교원 자격기준 등에 관한 규정」 제2조제2호
에 따라 교원인사위원회의 자격인정을 받은 사람",장애인복지법에 따른 장애인 등록자,,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250425,노사발전재단(정보화기획팀) [재단 지역센터·단 망분리 및 정보화 지원] 단기기간제 채용,1675946671.346103,1675090800.0,1675695600.0,노사발전재단,서울,정보통신,비정규직,신입+경력,1,,,,"학력: 초대졸 이상(졸업예정자 가능) / 경력: 경력무관
","유관기관 경험자(인턴, 아르바이트), 컴퓨터활용능력 우수자, 컴퓨터공학 전공자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250165,한전KDN 인천사업처 AMI분야 비정규직 모집공고,1675946677.0145438,1675004400.0,1676214000.0,한전KDN,"인천,경기",정보통신,비정규직,신입+경력,20,,,,"1. 공통
1) 일반 : 학력, 연령 제한 없음
2) 병역 : 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
3) 자격 : 건설업 기초 안전보건교육 이수자 또는 이수 가능자(계약시 증빙)
4) 기타
- 당사 인사규정2.1.4(채용결격사유)에 해당하지 않는자(공고문 내 붙임1 및 하단 결격사유 참조)
- 주민등록상 주소지가 인천, 서울, 경기도인 자

2. 직종별 자격
1) KDN조공
- AMI분야 현장의 시공과 관련한 단순작업, 자재의 운반, 교통통제, 작업준비 등 보조업무 수행이 가능한 자
- 배전주 승주 없이 단말장치 시공업무 수행이 가능한 자
2) 현장보조원
- 현장관리 부대 업무(현장 자재의 관리 및 조달, 일일시공실적관리, 현장대리인의 지시사항 이행 등) 수행이 가능한 자
- Excel 등 문서작성 프로그램 활용 가능한 자",우대내용 및 공고문(첨부1) 참고,,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250382,과학기술정보통신부 연구개발 민간전문가(PM) 채용공고,1675946680.465313,1675004400.0,1676818800.0,정보통신기획평가원,"서울,대전","전기.전자,정보통신",비정규직,경력,1,,,,"정보통신방송분야 연구개발(R&D), 기술정책, 산업전략, 기술분석, 컨설팅 등의 전문지식을 가진
해당분야 석사학위 소지자로 관련 분야 14년 이상 또는
박사학위 소지자로 관련 분야 10년 이상 근무경력자
*(대학, 연구소 직원 파견근무 가능)","SW·자율주행분야 연구개발, 기술정책, 사업전략, 기술분석, 컨설팅 등의 전문가",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250355,2023년 제1차 한국발명진흥회 전문계약직 채용 공고,1675946720.093241,1675004400.0,1676473200.0,한국발명진흥회,"서울,대전,부산,전북","사업관리,경영.회계.사무,금융.보험,교육.자연.사회과학,법률.경찰.소방.교도.국방,정보통신",비정규직,신입+경력,22,,,,"(공통) 기관 인사규정에 명시된 결격사유가 없는자, 병역의무대상자는 군필 또는 면제자, 해외여행에 결격사유가 없는자 등
(모집분야) 분야별 자격이 상이하므로 공고 참조 요망","등록장애인, 취업지원대상자 등 자세한 사항은 채용공고를 확인해주시기 바랍니다.",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250346,[한국수자원공사] 부산울산경남지역협력단 특수직(함양현대화사업소) 채용 공고,1675946723.598263,1675004400.0,1675609200.0,한국수자원공사,경남,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,신입+경력,1,,,,"□ 연령, 성별, 학력 제한없음
□ 우리 공사 인사규정에 의한 결격사유가 없는 자
□ 남자의 경우 병역필 또는 면제자(병역특례 근무중인 자 제외)
□ 채용예정일부터 현업 전일근무가 가능한 자","취업지원대상자, 장애인, 건설기술 관련학과",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250334,[제2023-005호] 과학기술사업화진흥원 신규직원(개방형 계약직_선임급_정보화 S/W) 채용 공고,1675946727.2365649,1675004400.0,1676300400.0,과학기술사업화진흥원,서울,"사업관리,정보통신",비정규직,경력,1,,,,"<필수사항>
?박사 학위를 취득한 자의 경우 위 채용하고자 하는 분야에서 2년 이상 경력을 가진 자 또는 대학 이상의 과정을 취득한 자의 경우 위 채용하고자 하는 분야에서 5년 이상 경력을 가진 자
?국가공무원법 제33조의 결격 사유가 없는 자","공공기관 정보화사업 및 S/W개발 분야 전문지식, 활용역량 보유자,정보처리기사, 전자계산기기사, 전자계산기조직응용기사, IT서비스관리, OCP, 리눅스마스터, LPIC, MCSE, PMP 소지자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250312,한전KDN(주) 보안관제 프로젝트계약근로자 모집(보령),1675946730.7485282,1675004400.0,1676214000.0,한전KDN,충남,정보통신,비정규직,신입+경력,1,,,,"0 보안관제 전문기업 지정 등에 관한 공고 '기술인력의 자격기준' 초급기술자
0 정보통신 분야 전공자 또는 해당분야 경력자 또는 정보보호 관련분야 자격증 소지자",,,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250302,한전KDN(주) 부산울산경남지역본부 직할 AMI분야 비정규직 모집공고,1675946734.176291,1675004400.0,1676214000.0,한전KDN,부산,"경영.회계.사무,정보통신",비정규직,신입+경력,1,,,,"1. 병역법 제 76조에서 정한 병역의무 불이행 사실이 없는 자
2. 당사 인사규정2.1.4(채용결격사유)에 해당하지 않는자(붙임1 참조)
3. PC업무, OA S/W(엑셀, 한글) 사용 가능자
4. AMI통신망 유지보수의 단순업무 지원이 가능한 자
5. EXCEL, HWP 등 문서정리 및 PC활용이 가능한 자
6. 주민등록상 거주지가 부산시인 자","- 해당분야 유경험자, - 복지카드(장애인) 소지자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250157,한전KDN 부산울산경남지역본부 울산지사 사무보조원 모집공고,1675946743.003774,1674745200.0,1675954800.0,한전KDN,울산,"경영.회계.사무,정보통신",비정규직,신입+경력,1,,,,"1. 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
2. 23년 02월 14일부터 근무 가능한 자",,,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250175,2023년 1차 한국특허정보원 직원 채용 공고,1675946755.002321,1674745200.0,1675954800.0,한국특허정보원,대전,"경영.회계.사무,정보통신","정규직,무기계약직,비정규직",신입+경력,11,,,,"한국특허정보원은 특허청 소속 국가 지식재산 정보화 전문 기관으로서 지능정보사회를 선도하는 세계 최고의 지식재산정보 전문기관으로의 도약을 함께 이끌어 갈 참신하고 역량 있는 인재를 기다립니다.

1. 채용부문 및 인원
ο SW개발 및 운영(일반) : 3명(경력-대전)
ο SW개발 및 운영(일반) : 4명(신입-대전)
ο SW개발 및 운영(AI) : 2명(신입-대전)
ο 데이터관리 : 1명(신입-대전)
ο 비서 : 1명(계약직-대전)

2. 접수기간 : 2023. 1. 27.(금) ~ 2. 10.(금) 10:00까지 (마감시간 이후 접수 불가)

3. 접수방법 : 한국특허정보원 채용 홈페이지(http://kipi.recruiter.co.kr) 인터넷 접수

4. 응시자격

ο (SW개발 및 운영(일반)-경력) '기사 또는 산업기사의 자격 취득 후(기사 : 정보처리, 전자계산기조직응용, 산업기사 : 정보처리, 사무자동화) 4년이상 관련분아 경력을 갖춘 자' 또는 '전문학사 이상의 학위를 가진 자로써 소프트웨어 기술 관련 분야를 전공 후 4년 이상 경력을 갖춘 자' 또는 '고등학교 졸업 후 SW기술 분야에서 7년 이상 경력을 갖춘 자'
ο (SW개발 및 운영(일반)-신입) '기사 또는 산업기사의 자격을 취득한 자(기사 : 정보처리, 전자계산기조직응용, 산업기사 : 정보처리, 사무자동화)' 또는 '전문학사 이상의 학위를 가진 자로써 소프트웨어 기술 관련 분야를 전공한 자' 또는 '고등학교 졸업 후 SW기술 분야에서 3년 이상 경력을 갖춘 자'
ο (SW개발 및 운영(AI)-신입) '기사 또는 산업기사의 자격을 취득한 자(기사 : 정보처리, 전자계산기조직응용, 산업기사 : 정보처리, 사무자동화)' 또는 '전문학사 이상의 학위를 가진 자로써 소프트웨어 기술 관련 분야를 전공한 자' 또는 '고등학교 졸업 후 SW기술 분야에서 3년 이상 경력을 갖춘 자'
ο (데이터관리-신입) '기사 또는 산업기사의 자격을 취득한 자(기사 : 정보처리, 전자계산기조직응용, 산업기사 : 정보처리, 사무자동화)' 또는 '전문학사 이상의 학위를 가진 자로써 소프트웨어 기술 관련 분야를 전공한 자' 또는 '고등학교 졸업 후 SW기술 분야에서 3년 이상 경력을 갖춘 자'
ο (비서-계약직) 무관","관계법령에 따른 등록 장애인의 경우 각 전형별 10% 가산점 부여, 관계법령에 따른 등록 취업지원대상자의 경우 각 전형별 5~10% 가산점 부여, 이전기관 지역인재의 경우 각 전형별 3%의 가산점 부여, 비수도권 지역인재, 기초생활 수급자, 한부모가정 세대주, 북한이탈주민, 경력단절여성, TOPCIT 수준3 이상의 자격증 보유자의 경우 서류전형에서 3% 가산점 부여",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250231,[중앙보훈병원] 정규직 기술직(전산) 직원 채용 공고,1675946758.4696262,1674745200.0,1675609200.0,한국보훈복지의료공단,서울,정보통신,정규직,신입+경력,4,,,,"[공통 자격요건]
- 인사규정 제18조에 정한 결격사유에 해당하지 않는 자
- 인사규정에 따른 정년(60세)을 초과하지 않는 자
- 성별, 학력 및 전공: 제한 없음
[자격요건]
- 기술직(전산) : 공고마감일 기준 정보처리기사 자격증 소지자","취업지원 대상자, 사회형평대상자(장애인, 기초생활수급자 등), 경력 가점(공단근무 경력자 등)",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250244,KAIST IT융합연구소 위촉연구원 모집 공고,1675946761.9327831,1674745200.0,1676559600.0,한국과학기술원,대전,"사업관리,정보통신,연구",비정규직,신입+경력,3,,,,위촉연구원(원급/선임급): 학사학위 이상 소지자(임용일 기준 졸업예정자 포함),"[국가유공자 등 예우 및 지원에 관한 법률] 등에 따른 취업지원 대상자:해당 법률에 따라 가산점 부여(과목별 만점의 10% 혹은 5%) / 인공지능, 메타버스 및 디지털트윈, 시스템통합, 임베디드 관련 과제수행 경험자(실무책임), 프로그램 개발 경력자 및 개발 관련 교육 이수자 가산점 부여",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250245,(23-0-3) 2023년도 1분기 2차 별정직(유기계약직) 채용공고,1675946765.564961,1674745200.0,1675954800.0,한국항공우주연구원,대전,"전기.전자,정보통신",비정규직,신입+경력,1,,,,장비운용직 : 학사 이상,"장애인, 보훈",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250246,(23-0-4) KPS사업본부 특수사업직 2차 채용공고,1675946768.897996,1674745200.0,1675954800.0,한국항공우주연구원,대전,"전기.전자,정보통신,연구",비정규직,신입+경력,1,,,,연구직 : 석사 이상,"장애인, 보훈",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250256,2023년 제1차 기간제 직원 채용 공고,1675946805.62632,1674745200.0,1674745200.0,나노종합기술원,대전,"사업관리,경영.회계.사무,전기.전자,정보통신,연구",비정규직,신입+경력,21,,,,"1. 가스센서(A)
가. 모집인원 : 1명
나. 지원자격 : 학사 이상, 전공 무관

2. 나노소재(B)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 석사 이상(재료/화공/화학/물리/기계/전자 등 나노 관련학과)

3. 나노소재(C)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 석사 이상(재료/화공/화학/물리/기계/전자 등 나노 관련학과)

4. 연구행정(D)
가. 모집인원 : 1명
나. 지원자격 : 학사 이상, 전공 무관 / 연구 행정지원 업무 경험 우대

5. 반도체-배터리 공정(E)
가. 모집인원 : 3명
나. 지원자격 : 이공계열 석사 이상(재료/화공/화학/물리/기계/전자 등 나노 관련학과) / 반도체 및 박막 공정 또는 배터리 연구 경험 우대

6. 광나노구조(F)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 석사 이상 / CMOS/MEMS 팹공정 및 나노임프린트 리소그래피 관련 경력 3년 이상

7. 나노공정(G)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 학사 이상 / 관련 경력 1년 이상

8. 반도체공정(H)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 학사 이상 / 반도체 공정 관련 경력 보유

9. 사업화지원센터 운영(I)
가. 모집인원 : 1명
나. 지원자격 : 석사 이상, 전공무관 / 대학 이상의 과정을 이수한 자로서 국가기관 또는 연구기관에서 10년 이상의 행정경력을 가진 자

10. 기업지원(J)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 석사 이상 / 박사 학위 또는 기술사 자격을 취득한 자, 산업체 유경험자, 석사 학위를 받고 4년 이상 자기 전공분야에 대한 연구 또는 기술 경력을 가진 자, 대학 이상의 과정을 이수한 자로서 자기 전공분야에 대하여 5년 이상의 연구 또는 기술 경력을 가진 자, 고도의 숙련기능을 가지며 그 지도 능력이 탁월한 자

11. 초음파모션모듈(K)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 석사 이상

12. 소재부품 공정(L)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 학사 이상

13. 나노바이오융합기술(M)
가. 모집인원 : 3명
나. 지원자격 : 이공계열 학사 이상

14. 연구행정 및 기업지원(N)
가. 모집인원 : 1명
나. 지원자격 : 학사이상, 전공 무관

15. 구매계약 관리(O), * 육아휴직대체인력
가. 모집인원 : 1명
나. 지원자격 : 고졸 이상, 전공무관

16. 정보보안(P)
가. 모집인원 : 1명
나. 지원자격 : 정보보호 또는 정보기술(IT)분야* 학사 이상 또는 정보보안 자격증** 1개 이상 보유자
* 정보보호 또는 정보기술(IT)분야는 「전자금융거래법 시행령」별표 제1호
· 전자관련 학과, 정보통신 관련 학과, 정보보호 또는 정보처리기술 관련 학과 등
** 정보보안 자격증
· 한국인터넷진흥원의 정보보호관리체계인증심사원 또는정보보호전문가(SIS)
· 전자정부법 제60조에 따른 감리원
· 국제정보시스템감사통제협회의 공인정보 시스템감사사(CISA)
· 국제정보시스템보안자격협회의 공인정보 시스템보호전문가(CISSP)
· 정보보안기사
· 기술사(정보관리, 컴퓨터시스템응용, 정보통신)

17. 장비자동화(Q)
가. 모집인원 : 1명
나. 지원자격 : 이공계열 학사 이상 / 반도체 장비 자동화 관련 경력자 우대","취업지원대상자, 장애인, 여성과학기술인",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250257,2023년도 상반기 DGIST 전임직[무기계약직] 직원 공개채용 공고,1675946811.084793,1674745200.0,1676214000.0,대구경북과학기술원,대구,"사업관리,경영.회계.사무,정보통신",무기계약직,신입,2,,,,"가. 응시자격
- 「국가공무원법」 제33조(결격사유) 각 호에 해당하지 아니한 자
- 다른 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용/합격이 취소 또는 면직된 자의 경우 그 취소 또는 면직일자로부터 5년이 경과된 자
- 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」 제82조(비위면직자등의 취업제한) 제1항 각 호에 해당하지 아니한 자
- 남자의 경우, 채용공고 마감일 기준으로 병역을 필한 자(면제자 포함)로서 해외여행에 결격사유가 없는 자
- 해당 채용분야의 직무기술서에서 요구하는 필수 자격요건을 충족하는 자
- 임용예정일 기준 즉시 근무가 가능하며 본원 정년(만61세)을 초과하지 않는 자
- 기타 사항은 본원 원규에서 정하는 바에 따름

나. 세부내용
1. 전임직(무기계약직)_전임기술직_원급_신입_IT
1) 필수 자격요건
- 학력 : 학사학위 이상 소지자
※ IT 관련 시스템 운영 및 관리 업무 수행을 위한 전문지식 필요
- 영어 : 토익 600점 이상에 준하는 자
2) 수행직무
- 네트워크, 서버시스템, 데이터센터 운영관리
- 이메일, 전자결재, 클라우드 등 그룹웨어 서비스 운영 등
※ 수행직무 세부사항은 직무기술서 참고

2. 전임직(무기계약직)_전임행정직_원급_신입_행정공통(행정지원)
1) 필수 자격요건
- 영어 : 토익 700점 이상에 준하는 자
2) 수행직무
- 공공기관 행정 분야에서 지원업무 수행
- 조직 내,외부 요청사항 및 기타 사무행정
※ 수행직무 세부사항은 직무기술서 참고
","취업보호대상자, 장애인",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250198,한국문화예술교육진흥원 직원 및 체험형 청년인턴 채용공고(23-1차),1675946831.3425028,1674658800.0,1675954800.0,한국문화예술교육진흥원,서울,"사업관리,경영.회계.사무,교육.자연.사회과학,문화.예술.디자인.방송,정보통신","정규직,무기계약직,비정규직,청년인턴(체험형)",신입,16,,,,"ㅇ 학력, 전공, 성별 제한 없음
ㅇ 단, 만18세 미만 또는 만60세 초과자는 제외
ㅇ 채용 즉시 근무 가능한 자
ㅇ 남자는 병역을 필하였거나 면제된 자
ㅇ 해외여행에 결격사유가 없으며 국가공무원법 제33조에 따른 채용 결격사유가 없는 자
※ 세부사항은 채용공고 참조","비수도권 지역인재, 보훈대상자, 장애인, 공고일로부터 3년 이내 기간동안 우리원 6개월 경력자, 공고일로부터 3년 이내 기간 동안 우리원 인턴 수료자 *세부사항은 채용공고 참조",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250195,2023년 제1차 공개경쟁 및 제한경쟁채용 재공고,1675946858.244452,1674658800.0,1675609200.0,한국여성인권진흥원,서울,"사업관리,경영.회계.사무,교육.자연.사회과학,사회복지.종교,정보통신","정규직,무기계약직,비정규직",신입+경력,25,,,,"*공통: 자격기준 중 1개 이상 해당 자
**관련분야: 상담직, 공무직, 기간제근로자 : 관련 직무 기준이 아닌, 성평등(여성폭력방지) 인권, 사회복지 관련 분야에 한함

<공무직, 기간제 근로자(여성폭력방지본부, 인권보호본부 디지털성범죄피해자지원센터)>
1. 관련분야 4년 이상의 경력을 가진 자
2. 공무원 9급직 이상 및 공공기관에서 6급 상당으로 재직한 자
3. 2년제 대학을 졸업하고 관련분야에 2년 이상 근무한 자
4. 학사 학위 취득 자
5. 그밖에 이와 동등이상의 자격이 있거나 임용예정부서의 업무분야에 특수경험이 있다고 인정되는자

<상담직 다급(주간, 3교대), 기간제 근로자(인권보호본부 연계지원팀(3교대))>
[필수] 가정폭력/성폭력/성매매 관련 시설 상담원 자격 중 1개 이상 수료 필수
1. 관련분야 4년 이상의 경력을 가진 자
2. 공무원 9급직 이상 및 공공기관에서 6급 상당으로 재직한 자
3. 2년제 대학을 졸업하고 관련분야에 2년 이상 근무한 자
4. 학사 학위 취득 자
5. 그밖에 이와 동등이상의 자격이 있거나 임용예정부서의 업무분야에 특수경험이 있다고 인정되는자

<기간제근로자(여성폭력방지본부 평가운영팀(성매매피해아동·청소년지원센터 운영 사업))>
1. 「사회복지사업법」에 따른 사회복지사의 자격을 가진 사람
2. 사회복지시설 및 사회복지단체의 임직원 또는 공무원으로서 여성폭력방지업무에 2년 이상 종사한 경력이 있는 사람
3. 가정폭력상담소나 성폭력상담소 등 「사회복지사업법」제2조제3호에 따른 사회복지시설에서 상담 업무에 2년 이상 종사한 경력이 있는 사람
4. 성매매방지를 목적으로 설립된 단체 및 시설에서 2년 이상 성매매방지업무에 종사한 경력이 있는 사람
5. 음악치료사·미술치료사 등 전문치료사 자격증 소지자
6. 「청소년기본법」제21조 및 제22조에 따른 청소년지도사 및 청소년상담사의 자격을 가진 사람

<장애인제한경쟁(기간제근로자)>
1. 「장애인 고용촉진 및 직업재활법」에 따른 장애인
","취업지원대상자, 장애인",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250174,[한전KPS(주)]2023년도 개방형직위 채용공고,1675946866.215189,1674658800.0,1675954800.0,한전KPS(주),전남,"사업관리,정보통신",비정규직,경력,1,,,,"□ 일반조건
○ 비전제시 및 조직 혁신을 이끌 수 있는 능력을 갖춘 자
○ 경영에 관한 전문적인 역량과 지식을 갖춘 자
○ 청렴성과 도덕성 등 건전한 윤리의식을 갖춘 자
○ 데이터 관리 및 디지털 전환 분야의 실무적인 지식과 경험이 있는 자
○ 연령제한 없음

□ 필수조건
○ 관련분야 석사학위 이상 소지자
○ 공공기관, 공무원 또는 민간 경력 10년 이상인 자
○ 관련분야 근무·연구 경력이 7년 이상인 자","보훈대상자, 장애인, 관련분야 박사학위 소지, 통합플랫폼 구축 PM 유경험자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250099,[교통과학연구원] 첨단교통연구처 임시고용원(일용직) 채용 공고,1675946869.698719,1674658800.0,1675177200.0,도로교통공단,강원,"전기.전자,정보통신,연구",비정규직,신입+경력,1,,,,공단 인사규정 제18조에 해당하는 결격사유가 없는 자,"전자, 전기, 컴퓨터, 교통 관련 자격증 소지자 등 관련 업무 경험자",,,
